userId,rarity_count
3197,10
8901,10
14758,10
17835,10
18812,10
20942,10
27569,10
28384,10
29506,10
34534,10
46351,10
47608,10
64710,10
71078,10
76309,10
78195,10
78971,10
79352,10
79839,10
87505,10
91562,10
93455,10
96145,10
98429,10
98951,10
101055,10
106951,10
108605,10
108785,10
110754,10
118020,10
120445,10
120892,10
127171,10
127452,10
128252,10
128623,10
134989,10
142275,10
144448,10
156523,10
161180,10
162646,10
164660,10
166792,10
169955,10
172034,10
181612,10
188453,10
197309,10
610,9
1996,9
5323,9
7858,9
8120,9
8121,9
8194,9
10403,9
11856,9
14849,9
15476,9
15658,9
16439,9
17897,9
18030,9
20727,9
21390,9
21485,9
22470,9
22957,9
23481,9
23833,9
24136,9
24519,9
25099,9
30481,9
36926,9
38905,9
38916,9
39052,9
39321,9
39731,9
39985,9
41118,9
42745,9
46405,9
47772,9
48454,9
50511,9
50594,9
50711,9
51581,9
53581,9
54569,9
55353,9
58131,9
58931,9
59212,9
60397,9
61189,9
63605,9
63730,9
64730,9
64972,9
65458,9
65756,9
65905,9
67453,9
69279,9
69493,9
69807,9
71795,9
75137,9
75163,9
75242,9
75542,9
78103,9
80037,9
80652,9
81266,9
81821,9
81982,9
82473,9
84490,9
85379,9
85650,9
90509,9
91118,9
91197,9
92213,9
93472,9
96034,9
97187,9
98546,9
101466,9
101752,9
102028,9
104709,9
105584,9
106566,9
107572,9
109034,9
109105,9
109730,9
110084,9
110826,9
110910,9
114497,9
115957,9
116269,9
117031,9
117859,9
118142,9
119176,9
119247,9
121969,9
123465,9
126295,9
126318,9
126465,9
126467,9
126996,9
127288,9
133126,9
134107,9
136391,9
136855,9
139018,9
141225,9
141628,9
142331,9
144844,9
145377,9
146749,9
148489,9
148732,9
149707,9
149932,9
150536,9
151624,9
152048,9
155233,9
157199,9
160511,9
161017,9
161149,9
161437,9
161874,9
162088,9
163044,9
165161,9
165403,9
165448,9
168190,9
169558,9
170649,9
171459,9
173704,9
175063,9
177784,9
178578,9
179905,9
180257,9
180698,9
182024,9
186256,9
186566,9
187997,9
188121,9
189305,9
189715,9
190330,9
190473,9
192298,9
192407,9
194673,9
