userId,rarity_count
610,10
725,10
996,10
1079,10
1109,10
1282,10
1932,10
2164,10
2355,10
3144,10
3197,10
3688,10
3833,10
4090,10
4768,10
5473,10
5696,10
5875,10
6076,10
6202,10
6204,10
6213,10
6300,10
7094,10
7125,10
7421,10
7431,10
7487,10
7569,10
7698,10
7858,10
8120,10
8329,10
8659,10
8819,10
8901,10
9025,10
9104,10
9898,10
10547,10
10595,10
10615,10
10682,10
11188,10
11403,10
11488,10
11854,10
11938,10
12154,10
12554,10
12681,10
12900,10
13250,10
13331,10
13366,10
13385,10
13597,10
13970,10
14077,10
14547,10
14607,10
14636,10
14702,10
14758,10
14849,10
14875,10
14924,10
15030,10
15476,10
15516,10
15565,10
15658,10
15825,10
15840,10
15922,10
16050,10
16307,10
16969,10
16981,10
16982,10
17095,10
17119,10
17296,10
17735,10
17835,10
17897,10
18279,10
18281,10
18812,10
19356,10
19751,10
19983,10
20403,10
20406,10
20650,10
20696,10
20942,10
21106,10
21138,10
21415,10
21485,10
21917,10
22052,10
22177,10
22505,10
22565,10
22830,10
22994,10
23126,10
23481,10
23679,10
23772,10
23833,10
24216,10
24234,10
24357,10
24519,10
24909,10
24917,10
24961,10
25099,10
25594,10
25645,10
25663,10
25745,10
25749,10
25757,10
26428,10
26442,10
26894,10
27232,10
27364,10
27569,10
27578,10
27820,10
28037,10
28114,10
28204,10
28252,10
28266,10
28284,10
28384,10
28559,10
28628,10
29361,10
29443,10
29506,10
29577,10
29986,10
30270,10
30349,10
30384,10
30481,10
30953,10
31002,10
31045,10
31296,10
31432,10
31589,10
31881,10
31949,10
32291,10
32298,10
32413,10
32679,10
32699,10
32944,10
33170,10
33998,10
33999,10
34231,10
34356,10
34436,10
34511,10
34534,10
34569,10
34572,10
34665,10
35313,10
36223,10
36490,10
36556,10
36561,10
36926,10
36928,10
37348,10
37882,10
38163,10
38551,10
38829,10
38905,10
38906,10
39321,10
39488,10
39534,10
39548,10
40393,10
40828,10
41118,10
41259,10
41859,10
42035,10
42297,10
42467,10
42511,10
42745,10
42811,10
42860,10
42880,10
43158,10
43284,10
43591,10
43703,10
44623,10
45566,10
45585,10
45816,10
