srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label,type
3232235852,3232236006,47005,80,TCP,1556349605179592.0,9.386970200242544,25,8232,1.0,xss
3232235884,3232235913,64702,80,TCP,1556420439418927.0,1.9784627807138075,18,2765,0.0,normal
3232236003,3232235889,46242,443,TCP,1556203818464040.0,0.001935678600131404,7,357,1.0,ddos
3232236020,3232236018,49581,9034,TCP,1556295328927558.0,0.11390566892927527,29,2588,0.0,normal
3232235871,3232235805,53347,80,TCP,1556291806766347.0,0.005866844667739014,30,15689,1.0,password
3232235834,3232235804,53718,53,UDP,1556267929137132.0,0.04797488328363467,3,1267,0.0,normal
3232235974,3232235964,4407,4840,TCP,1556432062417129.0,1.8900937176369246,1,833,1.0,ransomware
231174,3232235940,45999,80,TCP,1556349884964598.0,1.020992783222971,1,97,1.0,xss
3232235949,3232235924,50616,1393,TCP,1556021149316911.0,0.07220921456827284,2,195,1.0,scanning
3232235845,3232235902,16718,41376,TCP,1556305567428699.0,0.05074967675118301,36,22203,0.0,normal
3232235893,3232235908,63153,443,TCP,1556322322983624.0,0.3193437181244416,17,26314,0.0,normal
3232235935,4026531609,59083,5227,UDP,1556350496050306.0,0.05923318827099186,6,446,0.0,normal
3232235862,3232235805,26345,80,TCP,1556261399189508.0,0.6759375141036668,2,3012,0.0,normal
3232235783,874309552,45785,443,TCP,1556208776755242.0,1.3028226708191728e-05,7,440,1.0,ddos
3232235913,3232235821,50582,80,TCP,1556446308388756.0,0.00024137584252193332,3,230,1.0,backdoor
3232235840,3232235796,36731,80,TCP,1556346209832545.0,1.9119347731947007,1,124,1.0,xss
694038,3232235845,58758,21,TCP,1556297929540045.0,0.00025207916006705564,3,238,1.0,password
3232235961,3232235837,50306,4715,TCP,1556021291808953.0,1.3252828885869405,1,78,1.0,scanning
2886795434,3232235957,16854,53,UDP,1556265470097617.0,0.02350302495800652,2,3960,0.0,normal
3232236020,3232235860,19781,53,UDP,1556297410501354.0,0.0005960892825040351,2,2034,0.0,normal
3232235939,3232235915,52236,15212,UDP,1556374023651014.0,1.9908895733579968,1,91,0.0,normal
3232235847,874309557,56606,10017,TCP,1556328903743272.0,0.09112139612819742,5,122493,0.0,normal
3232235796,3529850545,29073,53,UDP,1556259732875040.0,0.7515209969356447,3,652,0.0,normal
